isotope,distance,treatment,value
n,outer,none,-3.81626E-05
n,outer,none,0.000523342
n,outer,none,0.000339088
n,outer,none,0.00035102
n,outer,none,0.000863998
n,outer,none,0.000514698
n,outer,none,0.0004054
n,outer,none,0.000519386
n,outer,none,0.000431318
n,outer,none,0.001291856
n,outer,none,0.000456344
n,outer,none,0.000380169
n,outer,none,0.000922759
n,outer,none,0.000652109
n,outer,none,0.001028499
n,outer,none,0.001130533
n,outer,none,0.000987265
n,outer,none,0.00078302
n,outer,none,0.000528908
n,outer,none,0.000510877
n,outer,none,0.001148645
n,outer,none,0.001624157
n,outer,none,0.000750994
n,outer,none,0.001077499
n,outer,none,0.000117372
n,outer,none,0.000319295
n,outer,none,0.000184093
n,outer,none,0.001024349
n,outer,none,0.004855969
n,outer,none,0.000728258
n,outer,none,0.00112706
n,outer,none,0.000611652
n,outer,none,0.000625442
n,outer,none,0.000944666
n,outer,none,0.001048364
n,outer,none,0.000527436
n,outer,none,0.000272543
n,outer,none,0.001152276
n,outer,none,0.001121436
n,outer,none,0.00020127
n,outer,none,0.001800753
n,outer,none,0.000549085
n,outer,none,0.0004246
n,outer,none,0.00031838
n,outer,none,0.000122842
n,outer,none,0.002290943
n,outer,none,0.000927382
n,outer,none,0.000554078
n,outer,none,0.000306407
n,outer,none,0.000517422
n,outer,none,0.00025147
n,outer,none,0.000673388
n,outer,none,0.000483468
n,outer,none,0.000563034
n,outer,none,0.000234928
n,outer,none,0.001196485
n,outer,none,0.000400468
n,outer,none,0.000954622
n,outer,none,0.000824966
n,outer,none,0.000364769
n,outer,none,0.000369267
n,outer,none,0.000566816
n,outer,none,0.000580321
n,outer,none,0.001590968
n,outer,none,0.000228682
n,outer,none,0.001458144
n,outer,none,0.000617863
n,outer,none,0.00050021
n,outer,none,0.000495881
n,outer,none,0.000214254
n,outer,none,0.001361634
n,outer,none,0.000987992
n,outer,none,0.001105931
n,outer,none,0.000561626
n,outer,none,0.000656558
n,outer,none,-0.000116545
n,outer,none,0.000407166
n,outer,none,0.000469631
n,outer,none,0.000901756
n,outer,none,0.00071158
n,outer,none,0.000562158
n,outer,none,0.000808471
n,outer,none,0.000315595
n,outer,none,0.001067292
n,outer,none,0.000418041
n,outer,none,0.001492759
n,outer,none,0.0007301
n,outer,none,0.001169296
n,outer,none,0.003979946
n,outer,none,0.001029871
n,outer,none,0.000678968
n,outer,none,0.000705375
n,outer,none,0.000657346
n,outer,none,-0.000215128
n,outer,none,0.002269056
n,outer,none,-6.5413E-05
n,outer,none,0.003208821
n,outer,none,0.000687406
n,outer,none,-9.19419E-05
n,outer,none,0.000564988
n,outer,none,0.000746331
n,outer,none,0.001732403
n,outer,none,0.000428098
n,outer,none,0.000591909
n,outer,none,0.000156434
n,outer,none,0.000911876
n,outer,none,0.000685846
n,outer,none,0.000142391
n,outer,none,0.001182441
n,outer,none,0.000204157
n,outer,none,0.000180887
n,outer,none,0.000466007
n,outer,none,0.000477761
n,outer,none,0.000578608
n,outer,none,0.000486337
n,outer,none,0.000657122
n,outer,none,0.000261226
n,outer,none,0.000597496
n,outer,none,0.00017827
n,outer,none,0.000487064
n,outer,none,0.000960169
n,outer,none,0.000254508
n,outer,none,0.000503838
n,outer,none,0.000734762
n,outer,none,0.000494601
n,outer,none,0.000760203
n,outer,none,-6.47345E-05
n,outer,none,0.000373913
n,outer,none,0.000332589
n,outer,none,0.000493227
n,outer,none,0.001096499
n,outer,none,0.00024798
n,outer,none,0.000845197
n,outer,none,0.000225109
n,outer,none,0.000598837
n,outer,none,0.00031654
n,outer,none,0.001322141
n,outer,none,0.000381418
n,outer,none,0.000351279
n,outer,none,0.00066211
n,outer,none,0.000505511
n,outer,none,0.000281181
n,outer,none,0.000203086
n,outer,none,0.000406531
n,outer,none,0.000827807
n,outer,none,0.00045329
n,outer,none,0.000634067
n,outer,none,0.000675999
n,outer,none,0.000389641
n,outer,none,9.44734E-05
n,outer,none,0.000444795
n,outer,none,0.001040991
n,outer,none,-5.93728E-05
n,outer,none,-7.97223E-05
n,outer,none,0.000897333
n,outer,none,0.000542936
n,outer,none,0.000439917
n,outer,none,0.000631926
n,outer,none,0.000233692
n,outer,none,0.00025573
n,outer,none,0.000283795
n,outer,none,0.000298405
n,outer,none,0.000294891
n,outer,none,0.001163609
n,outer,none,0.000834246
n,outer,none,-0.000348621
n,outer,none,0.000311825
n,outer,none,0.000588332
n,outer,none,0.001063886
n,outer,none,-2.02143E-05
n,outer,none,0.000338721
n,outer,none,0.000824646
n,outer,none,0.000218403
n,outer,none,0.000323326
n,outer,none,0.000123435
n,outer,none,0.000406273
n,outer,none,-3.80339E-05
n,outer,none,7.83819E-05
n,outer,none,0.000352492
n,outer,none,0.00132453
n,outer,none,0.000409167
n,outer,none,0.000530891
n,outer,none,0.000544397
n,outer,none,0.000914844
n,outer,none,0.000184438
n,outer,none,0.000608402
n,outer,none,0.001186507
n,outer,none,0.000692931
n,outer,none,0.000119332
n,outer,none,0.000231759
n,outer,none,0.000557316
n,outer,none,0.000230051
n,outer,none,0.000569628
n,outer,none,0.000770223
n,outer,none,0.000490791
n,outer,none,0.000564754
n,outer,none,0.000790167
n,outer,none,0.000452431
n,outer,none,0.000152336
n,outer,none,0.000201285
n,outer,none,0.00065462
n,outer,none,0.000827055
n,outer,none,7.19953E-05
n,outer,none,0.00102374
n,outer,none,0.00039548
n,outer,none,0.000714292
n,outer,none,0.000946558
n,outer,none,-0.000105643
n,outer,none,0.000495897
n,outer,none,0.000625575
n,outer,none,-5.52354E-05
n,outer,none,0.000950703
n,outer,none,0.000589143
n,outer,none,0.000876626
n,outer,none,0.00055277
n,outer,none,0.000844594
n,outer,none,0.00034592
n,outer,none,0.000233375
n,outer,none,0.000547885
n,outer,none,0.000723538
n,outer,none,0.00030679
n,outer,none,0.001029398
n,outer,none,0.00034169
n,outer,none,0.000538476
n,outer,none,0.000914436
n,outer,none,0.000631876
n,outer,none,0.000371906
n,outer,none,0.000727587
n,outer,none,0.000502476
n,outer,none,0.000568198
n,outer,none,0.000259647
n,outer,none,0.000313955
n,outer,none,0.000425302
n,outer,none,0.000831552
n,outer,none,0.000468994
n,outer,none,0.000625702
n,outer,none,0.000311507
n,outer,none,0.000724338
n,outer,none,-0.000362323
n,outer,none,0.000854147
n,outer,none,9.78249E-06
n,outer,none,0.00075742
n,outer,none,0.000729887
n,outer,none,0.000666898
n,outer,none,0.000874705
n,outer,none,0.000665387
n,outer,none,0.000400211
n,outer,none,0.000649717
n,outer,none,-0.000118457
n,outer,none,0.00046819
n,outer,none,0.00114924
n,outer,none,0.001235907
n,outer,none,0.000201572
n,outer,none,0.001048896
n,outer,none,0.000705002
n,outer,none,0.000315516
n,outer,none,0.000652441
n,outer,none,0.000884764
n,outer,none,0.00033511
n,outer,none,0.000347301
n,outer,none,0.00090217
n,outer,none,0.000891819
n,outer,none,0.00048234
n,outer,none,0.000858118
n,outer,none,0.000424127
n,outer,none,4.4835E-05
n,outer,none,0.000380394
n,outer,none,0.000636798
n,outer,none,0.000610261
n,outer,none,0.000339615
n,outer,none,0.000801583
n,outer,none,0.000433235
n,outer,none,0.00041549
n,outer,none,0.000809516
n,outer,none,0.000880618
n,outer,none,0.00029817
n,outer,none,0.000177965
n,outer,none,0.000531668
n,outer,none,0.00015222
n,outer,none,0.000542236
n,outer,none,0.000463564
n,outer,none,0.000612426
n,outer,none,0.000693227
n,outer,none,0.000665975
n,outer,none,0.000777368
n,outer,none,0.000302997
n,outer,none,-3.64332E-05
n,outer,none,0.000243836
n,outer,none,0.000396736
n,outer,none,0.000560182
n,outer,none,0.000760484
n,outer,none,0.000491852
n,inner,Alcanivorax,0.000927482
n,inner,Alcanivorax,0.000622616
n,inner,Alcanivorax,0.00040124
n,inner,Alcanivorax,0.000672358
n,inner,Alcanivorax,0.000293688
n,inner,Alcanivorax,0.000282685
n,inner,Alcanivorax,0.000455394
n,inner,Alcanivorax,0.001955419
n,inner,Alcanivorax,0.000600562
n,inner,Alcanivorax,0.000523364
n,inner,Alcanivorax,0.000948896
n,inner,Alcanivorax,5.61516E-05
n,inner,Alcanivorax,0.000193519
n,inner,Alcanivorax,0.00084326
n,inner,Alcanivorax,-0.000122872
n,inner,Alcanivorax,0.000232569
n,inner,Alcanivorax,6.65696E-05
n,inner,Alcanivorax,0.000130721
n,inner,Alcanivorax,0.000511577
n,inner,Alcanivorax,0.000450121
n,inner,Alcanivorax,0.000147029
n,inner,Alcanivorax,0.000319399
n,inner,Alcanivorax,0.000135724
n,inner,Alcanivorax,-5.31103E-05
n,inner,Alcanivorax,0.000787097
n,inner,Alcanivorax,0.001411511
n,inner,Alcanivorax,0.000630636
n,inner,Alcanivorax,0.000787844
n,inner,Alcanivorax,0.001250684
n,inner,Alcanivorax,0.001219286
n,inner,Alcanivorax,-8.13975E-05
n,inner,Alcanivorax,0.000544187
n,inner,Alcanivorax,0.00122397
n,inner,Alcanivorax,0.000745132
n,inner,Alcanivorax,0.000570156
n,inner,Alcanivorax,0.001165256
n,inner,Alcanivorax,8.38402E-05
n,inner,Alcanivorax,6.8234E-05
n,inner,Alcanivorax,0.000710982
n,inner,Alcanivorax,0.000623457
n,inner,Alcanivorax,0.000991492
n,inner,Alcanivorax,0.001420196
n,inner,Alcanivorax,0.001452904
n,inner,Alcanivorax,0.000957946
n,inner,Alcanivorax,0.000765799
n,inner,Alcanivorax,0.001645474
n,inner,Alcanivorax,0.001011459
n,inner,Alcanivorax,0.000850683
n,inner,Alcanivorax,0.000364457
n,inner,Alcanivorax,0.000774113
n,inner,Alcanivorax,0.00105787
n,inner,Alcanivorax,0.000606453
n,inner,Alcanivorax,0.00078293
n,inner,Alcanivorax,0.003551816
n,inner,Alcanivorax,0.005332442
n,inner,Alcanivorax,0.001193869
n,inner,Alcanivorax,0.00134232
n,inner,Alcanivorax,0.001703973
n,inner,Alcanivorax,0.001377965
n,inner,Alcanivorax,0.002165335
n,inner,Alcanivorax,0.000869407
n,inner,Alcanivorax,0.001125783
n,inner,Alcanivorax,0.000760002
n,inner,Alcanivorax,0.000127035
n,inner,Alcanivorax,0.000274409
n,inner,Alcanivorax,0.000872354
n,inner,Alcanivorax,0.00047324
n,inner,Alcanivorax,0.000231566
n,inner,Alcanivorax,0.000197346
n,inner,Alcanivorax,0.00060804
n,inner,Alcanivorax,0.000375387
n,inner,Alcanivorax,0.000138979
n,inner,Alcanivorax,0.000250264
n,inner,Alcanivorax,0.000385582
n,inner,Alcanivorax,0.000117578
n,inner,Alcanivorax,0.001111189
n,inner,Alcanivorax,0.000590572
n,inner,Alcanivorax,0.000472362
n,inner,Alcanivorax,0.000465017
n,inner,Alcanivorax,0.000894362
n,inner,Alcanivorax,0.000370375
n,inner,Alcanivorax,-1.62459E-05
n,inner,Alcanivorax,0.000616629
n,inner,Alcanivorax,0.000117095
n,inner,Alcanivorax,4.24601E-05
n,inner,Alcanivorax,0.000542037
n,inner,Alcanivorax,0.000287625
n,inner,Alcanivorax,0.000757452
n,inner,Alcanivorax,0.000918659
n,inner,Alcanivorax,0.002062648
n,inner,Alcanivorax,0.001043559
n,inner,Alcanivorax,0.000351778
n,inner,Alcanivorax,0.000387855
n,inner,Alcanivorax,0.001613989
n,inner,Alcanivorax,0.000641803
n,inner,Alcanivorax,0.000855838
n,inner,Alcanivorax,0.000739967
n,inner,Alcanivorax,0.000213331
n,inner,Alcanivorax,0.000683963
n,inner,Alcanivorax,0.000709317
n,inner,Alcanivorax,0.000645547
n,inner,Alcanivorax,0.000398743
n,inner,Alcanivorax,0.000386812
n,inner,Alcanivorax,0.000667804
n,inner,Alcanivorax,0.001062675
n,inner,Alcanivorax,0.001032872
n,inner,Alcanivorax,0.001147364
n,inner,Alcanivorax,0.000607393
n,inner,Alcanivorax,0.000186858
n,inner,Alcanivorax,6.24048E-05
n,inner,Alcanivorax,-6.80899E-05
n,inner,Alcanivorax,0.000251135
n,inner,Alcanivorax,8.82232E-05
n,inner,Alcanivorax,6.06316E-08
n,inner,Alcanivorax,0.000537834
n,inner,Alcanivorax,0.000147085
n,inner,Alcanivorax,0.000252095
n,inner,Alcanivorax,0.000355573
n,inner,Alcanivorax,0.000417343
n,inner,Alcanivorax,0.000542836
n,inner,Alcanivorax,0.000219663
n,inner,Alcanivorax,-7.40943E-05
n,inner,Alcanivorax,0.000851545
n,inner,Alcanivorax,-2.92711E-07
n,inner,Alcanivorax,0.000162313
n,inner,Alcanivorax,0.000573875
n,inner,Alcanivorax,0.000435935
n,inner,Alcanivorax,0.000346176
n,inner,Alcanivorax,-1.484E-05
n,inner,Alcanivorax,0.000129009
n,inner,Alcanivorax,0.000776912
n,inner,Alcanivorax,0.000791207
n,inner,Alcanivorax,0.00042601
n,inner,Alcanivorax,0.000363847
n,inner,Alcanivorax,0.000302618
n,inner,Alcanivorax,-4.07913E-05
n,inner,Alcanivorax,0.000311846
n,inner,Alcanivorax,0.000317824
n,inner,Alcanivorax,0.000188934
n,inner,Alcanivorax,0.000277888
n,inner,Alcanivorax,0.000241677
n,inner,Alcanivorax,0.001386517
n,inner,Alcanivorax,4.21841E-05
n,inner,Alcanivorax,0.000139382
n,inner,Devosia,-4.36181E-05
n,inner,Devosia,0.000355702
n,inner,Devosia,0.000995615
n,inner,Devosia,0.000200657
n,inner,Devosia,0.00019081
n,inner,Devosia,0.000315743
n,inner,Devosia,0.000373207
n,inner,Devosia,8.87401E-05
n,inner,Devosia,0.000578556
n,inner,Devosia,-2.92923E-05
n,inner,Devosia,0.000345258
n,inner,Devosia,0.000456386
n,inner,Devosia,-2.46599E-05
n,inner,Devosia,0.000581141
n,inner,Devosia,0.000393312
n,inner,Devosia,0.000292577
n,inner,Devosia,0.000122678
n,inner,Devosia,0.000441276
n,inner,Devosia,0.000179937
n,inner,Devosia,0.000623136
n,inner,Devosia,0.00014008
n,inner,Devosia,-0.000153351
n,inner,Devosia,0.0003398
n,inner,Devosia,0.000547706
n,inner,Devosia,-0.000104312
n,inner,Devosia,0.000240431
n,inner,Devosia,-0.000384652
n,inner,Devosia,0.000135866
n,inner,Devosia,0.000607283
n,inner,Devosia,0.00027006
n,inner,Devosia,-0.000285037
n,inner,Devosia,7.17981E-05
n,inner,Devosia,0.000154468
n,inner,Devosia,0.000330537
n,inner,Devosia,0.000273123
n,inner,Devosia,0.000336
n,inner,Devosia,0.000628669
n,inner,Devosia,-9.55254E-05
n,inner,Devosia,0.000901167
n,inner,Devosia,0.000194551
n,inner,Devosia,0.000150387
n,inner,Devosia,0.000256783
n,inner,Devosia,0.0006172
n,inner,Devosia,0.000335489
n,inner,Devosia,0.000416208
n,inner,Devosia,0.00016118
n,inner,Devosia,0.000523663
n,inner,Devosia,-0.000222198
n,inner,Devosia,0.000329874
n,inner,Devosia,0.000317013
n,inner,Devosia,0.000551801
n,inner,Devosia,0.000161914
n,inner,Devosia,0.000127304
n,inner,Devosia,0.000602669
n,inner,Devosia,0.000960325
n,inner,Devosia,0.000890917
n,inner,Devosia,0.000689238
n,inner,Devosia,0.000221846
n,inner,Devosia,0.001097391
n,inner,Devosia,-1.62359E-05
n,inner,Devosia,0.000133757
n,inner,Devosia,0.000267314
n,inner,Devosia,0.000252419
n,inner,Devosia,0.000587858
n,inner,Devosia,7.53129E-05
n,inner,Devosia,-2.4346E-06
n,inner,Devosia,0.00020753
n,inner,Devosia,0.000241718
n,inner,Devosia,0.000301897
n,inner,Devosia,0.000200605
n,inner,Devosia,0.000149229
n,inner,Devosia,0.000854053
n,inner,Devosia,0.000255054
n,inner,Devosia,0.000256036
n,inner,Devosia,0.000594832
n,inner,Devosia,3.93645E-05
n,inner,Devosia,0.000237365
n,inner,Devosia,0.000659367
n,inner,Devosia,0.0002908
n,inner,Devosia,0.00072865
n,inner,Devosia,-1.5311E-05
n,inner,Devosia,9.22812E-05
n,inner,Devosia,0.00029068
n,inner,Devosia,-0.00017615
n,inner,Devosia,0.000631744
n,inner,Devosia,4.75041E-05
n,inner,Devosia,0.000769911
n,inner,Devosia,0.00074647
n,inner,Devosia,5.1909E-05
n,inner,Devosia,0.000667543
n,inner,Devosia,0.000925603
n,inner,Devosia,0.000250905
n,inner,Devosia,4.85235E-05
n,inner,Devosia,0.000811756
n,inner,Devosia,0.000771038
n,inner,Devosia,0.00072794
n,inner,Devosia,0.000515005
n,inner,Devosia,0.000346231
n,inner,Devosia,-9.44883E-05
n,inner,Devosia,0.001195231
n,inner,Devosia,0.001137764
n,inner,Devosia,0.000114331
n,inner,Devosia,0.003304407
n,inner,Devosia,0.000926148
n,inner,Devosia,0.000610687
n,inner,Devosia,0.001408565
n,inner,Devosia,-9.75333E-05
n,inner,Devosia,0.000624611
n,inner,Devosia,-4.147E-05
n,inner,Devosia,0.000113866
n,inner,Devosia,0.000295268
n,inner,Devosia,0.000455035
n,inner,Devosia,0.000532234
n,inner,Devosia,0.000478131
n,inner,Devosia,0.000379079
n,inner,Devosia,0.000162012
n,inner,Devosia,3.61144E-05
n,inner,Devosia,0.000602717
n,inner,Devosia,0.000775973
n,inner,Devosia,-7.68098E-05
n,inner,Devosia,0.000219479
n,inner,Devosia,0.000372708
n,inner,Devosia,0.000326733
n,inner,Devosia,0.000490787
n,inner,Devosia,6.73509E-05
n,inner,Devosia,0.000163966
n,inner,Devosia,0.000284563
n,inner,Devosia,0.000995317
n,inner,Devosia,0.000524475
n,inner,Devosia,0.000160829
n,inner,Devosia,0.00039827
n,inner,Devosia,0.000348058
n,inner,Devosia,0.000933687
n,inner,Devosia,0.000404647
n,inner,Devosia,0.000584592
n,inner,Devosia,0.000101342
n,inner,Devosia,5.75037E-05
n,inner,Devosia,0.000654651
n,inner,Devosia,-6.02314E-05
n,inner,Devosia,0.000567709
n,inner,Devosia,0.000241451
n,inner,Devosia,0.000875032
n,inner,Devosia,0.001451116
n,inner,Devosia,0.00011856
n,inner,Devosia,0.000420813
n,inner,Devosia,0.000848776
n,inner,Devosia,0.000571642
n,inner,Devosia,-0.000250204
n,inner,Devosia,0.000201765
n,inner,Devosia,0.000838479
n,inner,Devosia,9.43856E-06
n,inner,Devosia,0.000377482
n,inner,Devosia,0.000391219
n,inner,Devosia,0.000281757
n,inner,Devosia,0.000792624
n,inner,Devosia,9.01746E-05
n,inner,Devosia,0.000144682
n,inner,Devosia,0.000437768
n,inner,Devosia,0.000787046
n,inner,Devosia,0.000753431
n,inner,Devosia,0.000698669
n,inner,Devosia,0.000301853
n,inner,Devosia,0.000144443
n,inner,Devosia,0.000426911
n,inner,Devosia,0.000353776
n,inner,Devosia,0.000944936
n,inner,Devosia,0.001157273
n,inner,Devosia,0.00488539
n,inner,Devosia,0.005305451
n,inner,Devosia,0.004607658
n,inner,Devosia,0.002937159
n,inner,Devosia,0.006086246
n,inner,Devosia,0.003417096
n,inner,Devosia,0.006825802
n,inner,Devosia,0.006789138
n,inner,Devosia,0.003003689
n,inner,Devosia,0.004912072
n,inner,Devosia,0.004093278
n,inner,Devosia,0.004028911
n,inner,Devosia,0.006699053
n,inner,Devosia,0.003250996
n,inner,Devosia,0.000351796
n,inner,Devosia,0.003554074
n,inner,Devosia,0.001088886
n,inner,Devosia,0.004743381
n,inner,Devosia,0.003528079
n,inner,Devosia,0.002992008
n,inner,Devosia,0.006106357
n,inner,Devosia,0.005211299
n,inner,Devosia,0.005509549
n,inner,Devosia,0.005174676
n,inner,Devosia,0.0043258
n,inner,Devosia,0.007762133
n,inner,Devosia,0.000706227
n,inner,Devosia,0.006585322
n,inner,Devosia,0.010177149
n,inner,Devosia,0.01353366
n,inner,Devosia,0.012535147
n,inner,Devosia,0.005988278
n,inner,Devosia,0.007885086
n,inner,Devosia,0.008242474
n,inner,Devosia,0.006233969
n,inner,Devosia,0.00721552
n,inner,Devosia,0.001858244
n,inner,Devosia,0.00106608
n,inner,Devosia,0.000465481
n,inner,Devosia,0.001575498
n,inner,Devosia,0.017245195
n,inner,Devosia,0.000451802
n,inner,Devosia,0.000286235
n,inner,Devosia,0.000199382
n,inner,Devosia,0.000397435
n,inner,Devosia,0.000672289
n,inner,Devosia,0.000226648
n,inner,Devosia,0.000765996
n,inner,Devosia,0.001609481
n,inner,Devosia,0.001011487
n,inner,Devosia,0.000189132
n,inner,Devosia,0.000522448
n,inner,Devosia,0.000769634
n,inner,Devosia,0.000275294
n,inner,Devosia,0.001236107
n,inner,Devosia,0.000839488
n,inner,Devosia,0.000252186
n,inner,Devosia,0.000277429
n,inner,Devosia,0.004045558
n,inner,Devosia,0.00379398
n,inner,Devosia,0.000375526
n,inner,Devosia,-0.000247535
n,inner,Devosia,0.000624985
n,inner,Devosia,0.000678445
n,inner,Devosia,0.000396728
n,inner,Devosia,0.001293882
n,inner,Devosia,0.000449955
n,inner,Devosia,0.000175666
n,inner,Devosia,0.000539572
n,inner,Devosia,0.000299903
n,inner,Devosia,0.000169321
n,inner,Devosia,0.000687241
n,inner,Devosia,0.000165007
n,inner,Devosia,0.00066173
n,inner,Devosia,0.000297501
n,inner,Devosia,0.000218289
n,inner,Devosia,0.000356061
n,inner,Devosia,0.000166239
n,inner,Devosia,0.00053916
n,inner,Devosia,0.000669399
n,inner,Devosia,0.000344205
n,inner,Devosia,0.000101579
n,inner,Devosia,0.000262393
n,inner,Devosia,0.00042613
n,inner,Devosia,0.000500913
n,inner,Devosia,0.000468551
n,inner,Devosia,0.000649066
n,inner,Devosia,0.001547724
n,inner,Devosia,0.000456217
n,inner,Devosia,0.000566217
n,inner,Devosia,0.000536304
n,inner,Devosia,0.00041112
n,inner,Devosia,0.000267443
n,inner,Devosia,0.000481981
n,inner,Devosia,0.000692408
n,inner,Devosia,0.000326758
n,inner,Devosia,0.00049585
n,inner,Devosia,-0.000132884
n,inner,Devosia,4.79434E-05
n,inner,Devosia,0.00045722
n,inner,Devosia,0.001031524
n,inner,Devosia,0.000176258
n,inner,Devosia,4.49448E-05
n,inner,Devosia,0.000258806
n,inner,Devosia,0.000579452
n,inner,Devosia,-0.000144629
n,inner,Devosia,0.000151985
n,inner,Devosia,0.000484877
n,inner,Devosia,0.000605644
n,inner,Devosia,0.000151155
n,inner,Devosia,0.000231748
n,inner,Devosia,0.000378354
n,inner,Devosia,0.000525278
n,inner,Devosia,0.000816359
n,inner,Devosia,0.000228794
n,inner,Devosia,0.000757913
n,inner,Devosia,0.000702969
n,inner,Devosia,0.000486107
n,inner,Devosia,0.000397401
n,inner,Devosia,0.000418114
n,inner,Devosia,0.00021435
n,inner,Devosia,0.000346983
n,inner,Devosia,0.000404208
n,inner,Devosia,0.000835012
n,inner,Devosia,0.000224646
n,inner,Devosia,0.000697345
n,inner,Devosia,0.000315533
n,inner,Devosia,0.000592378
n,inner,Devosia,0.000292072
n,inner,Devosia,0.000707957
n,inner,Devosia,0.000727171
n,inner,Devosia,0.001378233
n,inner,Devosia,0.000628386
n,inner,Devosia,0.000962186
n,inner,Devosia,0.000323257
n,inner,Devosia,0.000408078
n,inner,Devosia,0.001128566
n,inner,Devosia,0.000579027
n,inner,Devosia,0.000636926
n,inner,Devosia,0.000756725
n,inner,Devosia,0.000777673
n,inner,Devosia,0.000172654
n,inner,Devosia,0.000963281
n,inner,Devosia,0.000423105
n,inner,Devosia,0.000601953
n,inner,Devosia,0.000724475
n,inner,Devosia,0.000737008
n,inner,Devosia,0.00131478
n,inner,Devosia,0.000440652
n,inner,Devosia,0.000435612
n,inner,Devosia,0.000568212
n,inner,Devosia,0.00026773
n,inner,Devosia,0.000473608
n,inner,Devosia,0.000615109
n,inner,Devosia,0.00050549
n,inner,Devosia,0.001107252
n,inner,Devosia,0.00035684
n,inner,Devosia,0.000391984
n,inner,Devosia,0.00049494
n,inner,Devosia,0.000867156
n,inner,Devosia,0.000646033
n,inner,Devosia,0.000125837
n,inner,Devosia,0.000504406
n,inner,Devosia,0.00039263
n,inner,Devosia,0.000639391
n,inner,Devosia,0.000364729
n,inner,Devosia,0.00048935
n,inner,Devosia,0.000301296
n,inner,Devosia,0.00058721
n,inner,Devosia,0.000169376
n,inner,Devosia,0.00036525
n,inner,Devosia,0.000412966
n,inner,Devosia,0.000488227
n,inner,Devosia,0.000513857
n,inner,Devosia,0.000279336
n,inner,Devosia,0.000892207
n,inner,Devosia,0.000599254
n,inner,Devosia,0.000597059
n,inner,Devosia,0.000301159
n,inner,Devosia,0.00016387
n,inner,Devosia,0.00068137
n,inner,Devosia,0.000866865
n,inner,Devosia,0.000206139
n,inner,Devosia,0.000373674
n,inner,Devosia,0.000474917
n,inner,Devosia,0.000741009
n,inner,Devosia,0.000500665
n,inner,Devosia,0.000134706
n,inner,Devosia,0.000610836
n,inner,Devosia,0.000456289
n,inner,Devosia,-1.60528E-05
n,inner,Devosia,0.000314705
n,inner,Devosia,0.000134034
n,inner,Devosia,8.81352E-05
n,inner,Devosia,0.001154777
n,inner,Devosia,0.000381518
n,inner,Devosia,0.000768835
n,inner,Devosia,0.000287848
n,inner,Devosia,0.001132054
n,inner,Devosia,0.000785964
n,inner,Devosia,0.000472083
n,inner,Devosia,0.000354781
n,inner,Devosia,0.000570205
n,inner,Devosia,4.77269E-05
n,inner,Devosia,0.00016336
n,inner,Devosia,0.0005831
n,inner,Devosia,0.000379679
n,inner,Devosia,0.000297504
n,inner,Devosia,0.000155902
n,inner,Devosia,0.000155475
n,inner,Devosia,0.000208849
n,inner,Devosia,0.000580537
n,inner,Devosia,5.22185E-05
n,inner,Devosia,0.000344528
n,inner,Devosia,0.000783411
n,inner,Devosia,0.000893837
n,inner,Devosia,0.000226915
n,inner,Devosia,0.000728584
n,inner,Devosia,0.000810759
n,inner,Devosia,-4.47453E-05
n,inner,Devosia,0.000227407
n,inner,Devosia,0.000621475
n,inner,Devosia,0.0003979
n,inner,Devosia,0.000830426
n,inner,Devosia,5.92153E-06
n,inner,Devosia,0.00101854
n,inner,Devosia,0.000365449
n,inner,Devosia,0.000164541
n,inner,Devosia,0.000265557
n,inner,Devosia,0.000462879
n,inner,Devosia,0.001220124
n,inner,Devosia,0.000458166
n,inner,Devosia,0.00065903
n,inner,Devosia,0.000974043
n,inner,Devosia,0.000392811
n,inner,Devosia,0.000541814
n,inner,Devosia,0.000729754
n,inner,Devosia,0.001025967
n,inner,Devosia,0.000625247
n,inner,Devosia,0.000533849
n,inner,Devosia,0.001649721
n,inner,Devosia,0.000943994
n,inner,Devosia,0.000299857
n,inner,Devosia,0.001128476
n,inner,Devosia,0.000780489
n,inner,Devosia,0.000329946
n,inner,Devosia,0.000228328
n,inner,Devosia,0.000444284
n,inner,Devosia,-7.88755E-05
n,inner,Devosia,0.000710582
n,inner,Devosia,4.16398E-05
n,inner,Devosia,0.00106697
n,inner,Devosia,0.000454183
n,inner,Devosia,0.001709107
n,inner,Devosia,0.000167011
n,inner,Devosia,0.000481927
n,inner,Devosia,0.000429966
n,inner,Devosia,0.000237566
n,inner,Devosia,0.000360509
n,inner,Devosia,0.000969124
n,inner,Devosia,0.000852218
n,inner,Devosia,7.60201E-05
n,inner,Devosia,0.000858833
n,inner,Devosia,0.002788153
n,inner,Devosia,0.001035351
n,inner,Devosia,0.000459769
n,inner,Devosia,0.000294449
n,inner,Devosia,0.000374621
n,inner,Devosia,6.09404E-05
n,inner,Devosia,0.000429388
n,inner,Devosia,0.000769565
n,inner,Devosia,0.000365373
n,inner,Devosia,0.000588686
n,inner,Devosia,0.001113977
n,inner,Devosia,0.000864326
n,inner,Devosia,0.002080376
n,inner,Devosia,0.000557174
n,inner,Devosia,0.000654256
n,inner,Devosia,0.000650712
n,inner,Devosia,0.000535023
n,inner,Devosia,0.000364672
n,inner,Devosia,0.00019521
n,inner,Devosia,0.000687851
n,inner,Devosia,0.001391673
n,inner,Devosia,0.001014727
n,inner,Devosia,0.000810795
n,inner,Devosia,0.000600317
